Dialog_ID,Type,Actor,Text,Label
hit:4004_conv:8008,utterance,speaker,I think our current house is problematic enough that all the effort and anxious feelings will be worth it.,hopeful
hit:4004_conv:8008,utterance,listener,Well that's great. I'm happy to hear you guys are getting out of a bad home.,acknowledging
hit:5152_conv:10304,situation,none,I could not wait for last weekend. We were going to a game,excited
hit:5152_conv:10304,utterance,speaker,We got to go to a game last weekend. I was so excited,joyful
hit:5152_conv:10304,utterance,listener,how was the game!,questioning
hit:5152_conv:10304,utterance,speaker,It was very fun,acknowledging
hit:5152_conv:10304,utterance,listener,thats cool,acknowledging
hit:5860_conv:11720,situation,none,I have a package coming in the mail today... i cant wait,anticipating
hit:5860_conv:11720,utterance,speaker,I have a package coming in the mail today... i cant wait,anticipating
hit:5860_conv:11720,utterance,listener,"Oh, what is it?",questioning
hit:5860_conv:11720,utterance,speaker,I got a new laptop finally,excited
hit:5860_conv:11720,utterance,listener,That must be so exciting!,acknowledging
hit:3057_conv:6115,situation,none,I am looking forward to going boating this weekend,anticipating
hit:3057_conv:6115,utterance,speaker,I am looking forward to going boating this weekend,anticipating
hit:3057_conv:6115,utterance,listener,Where are you going boating?,questioning
hit:3057_conv:6115,utterance,speaker,We are going to the lake about 15 minutes away from me,excited
hit:3057_conv:6115,utterance,listener,What do you like to do on the lake?,questioning
hit:6157_conv:12315,situation,none,I am saving money to be able to buy a new car. My current car is having too many car failures. I think one day it will stop working.,anticipating
hit:6157_conv:12315,utterance,speaker,I am saving money to be able to buy a new car. My current car is having too many car failures. I think one day it will stop working.,anticipating
hit:6157_conv:12315,utterance,listener,What car do you want? I am in the same boat!,questioning
hit:6157_conv:12315,utterance,speaker,I want to buy a honda civic 2018. And you?,apprehensive
hit:6157_conv:12315,utterance,listener,"I am looking at Ford Fiesta, it is a bit cheaper and runs smoothly",hopeful
hit:4276_conv:8552,situation,none,One more week then I am off for two weeks and heading to the beach!!,excited
hit:4276_conv:8552,utterance,speaker,One more week then I am off for two weeks and heading to the beach!!,excited
hit:4276_conv:8552,utterance,listener,I would just go to the beach right now!,joyful
hit:4276_conv:8552,utterance,speaker,I know I cant wait. Its one of my favorite places to go.,anticipating
hit:4276_conv:8552,utterance,listener,"Not mine at all, i enjoy my house.",content
hit:10155_conv:20311,situation,none,We're waiting to see what size my husband's bonus will be.  It's the first year he'll get one.  We're hoping it's enough for a new roof.,anticipating
hit:10155_conv:20311,utterance,speaker,We're waiting to see what size my husband's bonus will be.  This is the first year he's eligible for anything bigger than a Starbucks gift card lol,anticipating
hit:10155_conv:20311,utterance,listener,I hope it's a lot more than just a gift card but at least Starbucks should be a lot of money because it's so expensive there!,encouraging
hit:10155_conv:20311,utterance,speaker,"haha true, prices are insane there!  We're hoping to be able to afford a new roof this year",agreeing
hit:10155_conv:20311,utterance,listener,oh yes then you need much more than a starbucks gift card!  good luck!!,wishing
hit:10136_conv:20272,situation,none,I'm waiting to hear back from the nursing program I applied to for my degree,hopeful
hit:10136_conv:20272,utterance,speaker,I'm waiting to hear back from the nursing program I applied to for my degree,hopeful
hit:10136_conv:20272,utterance,listener,That's exciting and nerve wracking at the same time I bet. How do you feel about it?,questioning
hit:10136_conv:20272,utterance,speaker,"I think I will get in since my board exam score is good, and my GPA is high. I don't want to be too confident though! I heard the program is competitive.",hopeful
hit:10136_conv:20272,utterance,listener,For sure. Well good luck! Nurses are very under-appreciated. I hope you get.,wishing
hit:10136_conv:20272,utterance,speaker,They really are. Thanks!,acknowledging
hit:4163_conv:8326,situation,none,"I can not wait for the new Super Smash Bros, it is only a few months away now!",excited
hit:4163_conv:8326,utterance,speaker,"I can not wait for the new Super Smash Bros, it is only a few months away now",anticipating
hit:4163_conv:8326,utterance,listener,Oh yeah what game system do you play that on?,questioning
hit:4163_conv:8326,utterance,speaker,It will be for the Nintendo Switch!,excited
hit:4163_conv:8326,utterance,listener,"Ive never even heard of that so I guess I am getting old, google will be my friend later.",neutral
hit:8647_conv:17295,situation,none,I can't wait till the weekend! I'm going to a waterpark!,excited
hit:8647_conv:17295,utterance,speaker,I can't wait until this weekend! I'm taking the whole family out for some fun!,excited
hit:8647_conv:17295,utterance,listener,Great idea. Where are you planning on visiting?,questioning
hit:8647_conv:17295,utterance,speaker,"I'm thinking of a waterpark we have down here, it only had a few more weeks before they close for the year. Then maybe Chuck E Cheese for pizza and games.",suggesting
hit:8647_conv:17295,utterance,listener,Why don't you take them to Six Flags. It is more fun and full of exciting experiences rushed with adrenaline,questioning
hit:1269_conv:2539,situation,none,"My brother is about to find out that I had to steal $20 from him to pay for gas, since I was in such a bind. He's gonna be so mad at me.",anticipating
hit:1269_conv:2539,utterance,speaker,"My brother is about to find out that I had to steal $20 from him to pay for gas, since I was in such a bind. He's gonna be so mad at me",anticipating
hit:1269_conv:2539,utterance,listener,Did you really steal it or was it more like borrowing without asking first?,questioning
hit:1269_conv:2539,utterance,speaker,"Kind of the latter... But still, I feel grimy about it. I just had no other alternative. I'm between jobs, and I needed gas to get to a job interview. We'll see how he reacts, but he has a short fuse.",apprehensive
hit:1269_conv:2539,utterance,listener,Hmmmm. with no job and no way to pay it back I sure hope he can be understanding.,consoling
hit:10849_conv:21698,situation,none,My birthday was last month and I had a feeling my husband was planning a surprise birthday party. I was excited!!,anticipating
hit:10849_conv:21698,utterance,speaker,"I was getting excited about my upcoming birthday, I didn't know if my husband had planned a secret party!",apprehensive
hit:10849_conv:21698,utterance,listener,Has he given you any hints that he might be planning a party? That would be so much fun to be with all your family and friends in one place to celebrate you!!,joyful
hit:10849_conv:21698,utterance,speaker,"He dropped a few but was careful not to ruin the surprise! When I came home on my birthday, 40 people surprised me!",surprised
hit:10849_conv:21698,utterance,listener,"That is a lot of people!! You are loved and appreciated! Now, its time to start planning his suprise birthday",acknowledging
hit:10849_conv:21698,utterance,speaker,"Thank you! I agree, he deserves a great surprise after this awesome birthday party he planned me!",agreeing
hit:10849_conv:21698,utterance,listener,Husbands can be so thoughtful... You have a good one..,acknowledging
hit:5736_conv:11472,situation,none,Going to the movies this weekend with some friends and really looking forward to it.,anticipating
hit:5736_conv:11472,utterance,speaker,I'm really looking forward to the weekend. I have some fun plans with friends.,excited
hit:5736_conv:11472,utterance,listener,oh yea? whats that.,questioning
hit:5736_conv:11472,utterance,speaker,We're going out for dinner and a movie. It's been a while.,content
hit:5736_conv:11472,utterance,listener,"oh thats nice, wish i was doing something similar",acknowledging
hit:5084_conv:10168,situation,none,I have felt this way when waiting for my son to be born.,apprehensive
hit:5084_conv:10168,utterance,speaker,I can't wait until December.,anticipating
hit:5084_conv:10168,utterance,listener,Christmas?,questioning
hit:5084_conv:10168,utterance,speaker,"No, I love Christmas, but my son will be born.",sentimental
hit:5084_conv:10168,utterance,listener,OH wow! Congratulations. First one?,wishing
hit:2596_conv:5192,situation,none,"I've been wanting to get a new laptop for a while now, and I can finally afford one! I just need to wait for it to get here",anticipating
hit:2596_conv:5192,utterance,speaker,"I've had my eye on a new laptop for ages, but I could never afford it until now!",jealous
hit:2596_conv:5192,utterance,listener,What model or brand of laptop were you considering?,questioning
hit:2596_conv:5192,utterance,speaker,ASUS. I've had a good luck streak with them that I hope will continue,encouraging
hit:2596_conv:5192,utterance,listener,Nice! So you've had a good experience with that brand?,questioning
hit:2596_conv:5193,situation,none,I cannot wait to go to an anniversary dinner with my partner. It promises to be a special dinner!,anticipating
hit:2596_conv:5193,utterance,speaker,I am really looking forward to my special dinner with my partner! Our ten year anniversary is coming up!,anticipating
hit:2596_conv:5193,utterance,listener,That's fantastic! Congratulations! Is it at a restaurant or home prepared?,wishing
hit:2596_conv:5193,utterance,speaker,I made reservations at a restaurant with a beautiful view of the city. Very romantic and fancy!,excited
hit:2596_conv:5193,utterance,listener,"That sounds awesome, honestly. I hope you enjoy it!",encouraging
hit:2596_conv:5193,utterance,speaker,Thank you! It's nice to celebrate those milestones with your loved ones when you can.,acknowledging
hit:6954_conv:13908,situation,none,My son is due in a couple of months and it has me feeling this way.,anticipating
hit:6954_conv:13908,utterance,speaker,"My first child is due in a couple of months, and I am a little nervous.",anticipating
hit:6954_conv:13908,utterance,listener,I think everyone gets nervous. You'll be fine!,trusting
hit:6954_conv:13908,utterance,speaker,"Thank you, I am trying to stay calm.",wishing
hit:6954_conv:13908,utterance,listener,"It must be an exciting time, too.",acknowledging
hit:1990_conv:3980,situation,none,I invested pretty heavily into cryptocurrency. I'm anxiously awaiting to see how it pans out.,anticipating
hit:1990_conv:3980,utterance,speaker,I recently invested pretty heavily into cryptocurrency. I'm anxiously awaiting to see if it pays off!,anticipating
hit:1990_conv:3980,utterance,listener,"That is very risky and volatile!  With no risk, there is no reward!  I am rooting for you!",faithful
hit:1990_conv:3980,utterance,speaker,"Thanks for the kind words. Yeah, it is a bit risky. I did invest heavily, but not so much so that it burdens my finances.",wishing
hit:1990_conv:3980,utterance,listener,That is a good position to be in.  There have been millionaires made in crytocurrency.,jealous
hit:1990_conv:3980,utterance,speaker,"Oh man, if only I knew about it before the HUGE boom it had! I always feel regret when reading this bitcoin millionaire stories.",ashamed
hit:4246_conv:8493,situation,none,My dog is coming home from doggy day care.  I can't wait to see him.,excited
hit:4246_conv:8493,utterance,speaker,My dog is coming home from doggy day care.,joyful
hit:4246_conv:8493,utterance,listener,Yay!  What type of dog?,questioning
hit:4246_conv:8493,utterance,speaker,A pekingese!  I can't wait to see him!,anticipating
hit:4246_conv:8493,utterance,listener,I love a nice squishy face.  I have a Japanese Chin and 3 MinPin,proud
hit:4246_conv:8493,utterance,speaker,Japanese Chins are so cute!,acknowledging
hit:4246_conv:8493,utterance,listener,yeah a lot like pekinese.. now you know why I have a 10 bedroom house!,agreeing
hit:2638_conv:5277,situation,none,I am looking forward to an anniversary party for my parents. They have been together for many years.,anticipating
hit:2638_conv:5277,utterance,speaker,My parents have been married for many years. I cannot wait to help them celebrate their anniversary this year!,anticipating
hit:2638_conv:5277,utterance,listener,Thats sweet.  How long have they been married?,questioning
hit:2638_conv:5277,utterance,speaker,For over 30 years! That is a long time.,surprised
hit:2638_conv:5277,utterance,listener,Yes it is.. thats great that their love has lasted so long.,acknowledging
hit:2638_conv:5277,utterance,speaker,"Yes, I really want to celebrate that milestone with them.",sentimental
hit:5974_conv:11948,situation,none,This week is a big week for me at my job. I should find out if I get a bonus or not.,anticipating
hit:5974_conv:11948,utterance,speaker,This week is a big week for me at my job.,anticipating
hit:5974_conv:11948,utterance,listener,Do you think it will be good news or bad news?,questioning
hit:5974_conv:11948,utterance,speaker,I should find out if I get a bonus or not. I am hoping its good news!,hopeful
hit:5974_conv:11948,utterance,listener,Very exciting. I hope you get it.,encouraging
hit:10063_conv:20126,situation,none,I just got a new apartment and I don't move in for a week. I am getting very antsy about it! I'm currently at my mother in law's and I liked to give her her house back.,anticipating
hit:10063_conv:20126,utterance,speaker,Oh man I can't wait to give my mother in law her house back. I just got a new place but have to wait a week to move in.,anticipating
hit:10063_conv:20126,utterance,listener,"Congratulations, that sounds like things are moving along at a nice pace.",wishing
hit:10063_conv:20126,utterance,speaker,A little slower than I want but at least it's going to happen. I'm getting very antsy though haha.,neutral
hit:10063_conv:20126,utterance,listener,"That's understandable, I'm sure it will be exciting to customize and furnish your space.",acknowledging
hit:10063_conv:20126,utterance,speaker,Yes! Thanks for listening! It's making me more excited! haha,acknowledging
hit:5770_conv:11541,situation,none,I feel ashamed for eating an entire pack of cookies,ashamed
hit:5770_conv:11541,utterance,speaker,I just ate a whole packet of cookies,ashamed
hit:5770_conv:11541,utterance,listener,What kind of cookies?,questioning
hit:5770_conv:11541,utterance,speaker,"They are called ""Belgian Chocolate Thins""",anticipating
hit:5770_conv:11541,utterance,listener,Were they as delicious as they sound?,questioning
hit:5770_conv:11541,utterance,speaker,Absolutely.,agreeing
hit:5770_conv:11541,utterance,listener,Were they chocolate covered cookies or chocolate flavored?,questioning
hit:5770_conv:11541,utterance,speaker,Chocolate covered. ith salted caramel bits.,disgusted
hit:5770_conv:11541,utterance,listener,Man I'm starting to get a little hungry.,content
hit:3627_conv:7254,situation,none,I am feeling a blue wave coming in november.,anticipating
hit:3627_conv:7254,utterance,speaker,I am feeling a blue wave coming in november.,anticipating
hit:3627_conv:7254,utterance,listener,What do you mean?,questioning
hit:3627_conv:7254,utterance,speaker,The Democrats are going to swip the elections,confident
hit:3627_conv:7254,utterance,listener,"Ah, gotcha. I am a not strong republican and I agree with you. Trump has had his days.",agreeing
hit:6037_conv:12075,situation,none,I'm looking forward to going on my vacation next week to the Bahamas. It's been awhile since I've had one.,anticipating
hit:6037_conv:12075,utterance,speaker,I'm looking forward to going on my vacation next week to the Bahamas.,anticipating
hit:6037_conv:12075,utterance,listener,so do you hope to do there?,questioning
hit:6037_conv:12075,utterance,speaker,Just relax and take my mind off work.  We will be staying at an all-inclusive beach resort!,content
hit:6037_conv:12075,utterance,listener,can i join you?,questioning
hit:6037_conv:12075,utterance,speaker,"Wish I could take you a long, but can't!",neutral
hit:1694_conv:3389,situation,none,I can not wait till Christmas.,anticipating
hit:1694_conv:3389,utterance,speaker,I can not wait till Christmas.,anticipating
hit:1694_conv:3389,utterance,listener,Especially getting gifts from family. What a special holiday this is,sentimental
hit:1694_conv:3389,utterance,speaker,Yes. I always go to my gradnpa's house.,nostalgic
hit:1694_conv:3389,utterance,listener,"How weird it may seem, but my mom still gives me children's book as a gift for each Christmas",sentimental
hit:1006_conv:2013,situation,none,I'm going on my first trip to Disney World in a few weeks. I can't wait!,excited
hit:1006_conv:2013,utterance,speaker,In a few weeks I'm going on my first ever trip to Disney World! It's taken me 30 years to get there and I can't wait.,excited
hit:1006_conv:2013,utterance,listener,Thats great.  I love taking the kids to Disneyworld.  What do you want to see most?,questioning
hit:1006_conv:2013,utterance,speaker,"The castle! That's what I've always dreamt about, walking down Main Street and getting the first glimpse of that castle.",nostalgic
hit:1006_conv:2013,utterance,listener,Yea you wont be disappointed.  Its wonderful there.,acknowledging
hit:3549_conv:7099,situation,none,I cannot wait for the new super smash bros for the nintendo switch,anticipating
hit:3549_conv:7099,utterance,speaker,I cannot wait for the new super smash bros for the nintendo switch,anticipating
hit:3549_conv:7099,utterance,listener,"Ive always wanted a nintendo switch, Is it any good?",hopeful
hit:3549_conv:7099,utterance,speaker,"They are amazing, 100% recommend, if you like pretty much any kind of game, they have it, and it is portable, I play so often",neutral
hit:3549_conv:7099,utterance,listener,How often do you play portably?,questioning
hit:3549_conv:7099,utterance,speaker,"Pretty often, maybe half the time, and that is as a home body, I barely go anywhere, but playing in bed is awesome",content
hit:6624_conv:13248,situation,none,I am so excited for halloween. We are getting started with idea costumes.,anticipating
hit:6624_conv:13248,utterance,speaker,Its time to start preparing for halloween,prepared
hit:6624_conv:13248,utterance,listener,not my favorite time of the year,joyful
hit:6624_conv:13248,utterance,speaker,why? I love halloween we are thinking about costumes already.,questioning
hit:6624_conv:13248,utterance,listener,when i was a kid the adults use to scare me so since then i have not been a fan but i will take my kids tricker treating,terrified
hit:6624_conv:13248,utterance,speaker,"Well, that's too bad, I don't like the really scary stuff but I still enjoy the holiday",neutral
hit:473_conv:947,situation,none,It was my sixth anniversary the other day. I was pretty sure my boyfriend was planning on proposing. For a couple of days leading up to the day I was so excited I could hardly wait.,anticipating
hit:473_conv:947,utterance,speaker,My boyfriend and I celebrated our sixth anniversary the other week. I was pretty sure he was planning to propose because of the nice plans he had made- and he was. For a couple of days leading up to it I was so excited and just could hardly wait.,anticipating
hit:473_conv:947,utterance,listener,Wow that is exciting for sure. You must have been filled with anticipation.,acknowledging
hit:473_conv:947,utterance,speaker,"I was, even though I was a bit just antsy to find out if I was even right. I was really happy!",excited
hit:473_conv:947,utterance,listener,I certainly hope he did propose and that you are still happily living.,encouraging
hit:473_conv:947,utterance,speaker,"Yep he did, he is my fiance now! Thank you. (:",neutral
hit:473_conv:947,utterance,listener,Congratulations! Good luck with your future marriage.,wishing
hit:4329_conv:8659,situation,none,I'm looking forward to the new Mexican restaurant opening up.  I just can't wait.,anticipating
hit:4329_conv:8659,utterance,speaker,I'm looking forward to the new Mexican restaurant.,anticipating
hit:4329_conv:8659,utterance,listener,"O that sounds delicious, any idea what you'll get?",questioning
hit:4329_conv:8659,utterance,speaker,I just can't wait.  I want tacos and enchiladas!,anticipating
hit:4329_conv:8659,utterance,listener,"Sounds delicious, get some queso too!",acknowledging
hit:6695_conv:13390,situation,none,I'm looking forward to a promotion in Feb.,anticipating
hit:6695_conv:13390,utterance,speaker,I'll be getting a promotion in February.,hopeful
hit:6695_conv:13390,utterance,listener,Congrats! What will your new position be?,wishing
hit:6695_conv:13390,utterance,speaker,I'll be a district manager instead of a store manager.,hopeful
hit:6695_conv:13390,utterance,listener,That's amazing! :),acknowledging
hit:3210_conv:6421,situation,none,Going camping next weekend. I haven't hung out with my friends in so long.,excited
hit:3210_conv:6421,utterance,speaker,Going camping next weekend. I haven't hung out with my friends in so long.,excited
hit:3210_conv:6421,utterance,listener,"That sounds like so much fun.  I hope you have a good, relaxing time.  Where are you going?",encouraging
hit:3210_conv:6421,utterance,speaker,To a city named Scotland. Their pier is supposed to be very beautiful.,afraid
hit:3210_conv:6421,utterance,listener,I hope it's a better experience by the pier than mine.  hahahaha.,encouraging
hit:3605_conv:7211,situation,none,I planned and booked a surprise trip for my anniversary and I can't wait to tell my spouse.,anticipating
hit:3605_conv:7211,utterance,speaker,"I booked a surprise anniversary trip and I can't wait to tell my spouse, but she might be mad because she doesn't like surprises.",anticipating
hit:3605_conv:7211,utterance,listener,That's exciting!  I can't imagine getting upset over a surprise trip though!,acknowledging
hit:3605_conv:7211,utterance,speaker,I'm the same-I'd just be excited! She likes to always know what's going on. I think I'll drive her to the airport and then tell her.,trusting
hit:3605_conv:7211,utterance,listener,I would be thrilled!  I think it's a great idea,acknowledging
hit:3605_conv:7211,utterance,speaker,Thanks! I hope it goes over okay.,encouraging
hit:546_conv:1092,situation,none,I am counting the days until I go on vacation.  I can't wait!  I am going to Europe for a month.,excited
hit:546_conv:1092,utterance,speaker,I am counting the days until I go on vacation. I can't wait! I am going to Europe for a month.,excited
hit:546_conv:1092,utterance,listener,wow that is awesome are you staying at a friends house?,questioning
hit:546_conv:1092,utterance,speaker,No.  I am staying at a hotel in Rome.  I don't know anyone there.,lonely
hit:546_conv:1092,utterance,listener,wow are you looking forward to seeing the coliseum ?,questioning
hit:546_conv:1092,utterance,speaker,Yes!  I can't wait,excited
hit:7035_conv:14070,situation,none,Australia will win 2019 cricket world cup. I have a good hope,hopeful
hit:7035_conv:14070,utterance,speaker,do you watch cricket? I hope Australia will win the world cup,hopeful
hit:7035_conv:14070,utterance,listener,"No, I don't. What are the teams playing?",questioning
hit:7035_conv:14070,utterance,speaker,"there are 10 teams around the world, Its gonna happen next year. Eagerly waiting for it",anticipating
hit:7035_conv:14070,utterance,listener,Nice. I didn't know about it.,acknowledging
hit:3256_conv:6512,situation,none,There's a battle of the bands going on. I hope my favorite band gets so far.,anticipating
hit:3256_conv:6512,utterance,speaker,There's a battle of the bands going on. I hope my favorite band gets so far,anticipating
hit:3256_conv:6512,utterance,listener,"Wow, that sounds exciting!",acknowledging
hit:3256_conv:6512,utterance,speaker,It's been really fun. So nice to see so many people rock it out.,acknowledging
hit:3256_conv:6512,utterance,listener,I love a good rock concert!,nostalgic
hit:3655_conv:7310,situation,none,i planted a garden and was so excited in anticipation of the plant growth.,anticipating
hit:3655_conv:7310,utterance,speaker,i started off planting season with a few small seedlings and some plants from seed. i was anticipating the growth of my plants,hopeful
hit:3655_conv:7310,utterance,listener,Did the plants grow up to be big and strong?,questioning
hit:3655_conv:7310,utterance,speaker,some grew very big others didn't do so well,neutral
hit:3655_conv:7310,utterance,listener,"That's good, are you going to try again?",questioning
hit:3655_conv:7310,utterance,speaker,probably next year. it's too late in the season to retry this year.,suggesting
hit:1671_conv:3343,situation,none,I'm anxiously awaiting for my child to start kindergarten.,anticipating
hit:1671_conv:3343,utterance,speaker,I'm eagerly awaiting my son going to kindergarten.,anticipating
hit:1671_conv:3343,utterance,listener,When does he start?,questioning
hit:1671_conv:3343,utterance,speaker,"In about three weeks from now. I almost don't know how to feel about it, though.",apprehensive
hit:1671_conv:3343,utterance,listener,I am sure he will have fun.,confident
hit:1671_conv:3343,utterance,speaker,I hope so! I'm a little worried that he will cry at first.,apprehensive
hit:6243_conv:12487,situation,none,I just ordered some hot wings. I cant wait til they get here,anticipating
hit:6243_conv:12487,utterance,speaker,i just ordered some hot wings,anticipating
hit:6243_conv:12487,utterance,listener,Did you get the spicy kind,questioning
hit:6243_conv:12487,utterance,speaker,well they are hot wings lol,neutral
hit:6243_conv:12487,utterance,listener,They sell them in mild too!,agreeing
hit:6243_conv:12487,utterance,speaker,oh i got hot. mild is not worth buying. i cnt wait til they get here,neutral
hit:6243_conv:12487,utterance,listener,I prefer mild wings. Did you order them fromore a pizza place?,questioning
hit:6243_conv:12487,utterance,speaker,there is a wing place near me. the lemon pepper one are good too,agreeing
hit:6243_conv:12487,utterance,listener,Oh that's cool they deliver.,acknowledging
hit:10195_conv:20390,situation,none,We are temporarily moving soon. I'm so excited!,excited
hit:10195_conv:20390,utterance,speaker,Hi! I'm so excited! My husband and I decided to temporarily relocate to Arizona this winter!,joyful
hit:10195_conv:20390,utterance,listener,sounds exciting. I always wanted to leave my were I was originally from so I could experience and see new things,acknowledging
hit:10195_conv:20390,utterance,speaker,You should! Have you?,questioning
hit:10195_conv:20390,utterance,listener,"No, but i hope things work out for you in this new part of your life.",consoling
hit:6539_conv:13079,situation,none,"Sunday will be so fun, I can't wait!",excited
hit:6539_conv:13079,utterance,speaker,"Sunday will be so fun, I can't wait! We're going on a roadtrip",excited
hit:6539_conv:13079,utterance,listener,Sounds amazing! Are you going any place in particular?,questioning
hit:6539_conv:13079,utterance,speaker,"We're driving down to the beach, it's been a whil",excited
hit:6539_conv:13079,utterance,listener,Beaches are fun! I don't even know the last time I've been to a beach.,joyful
hit:7583_conv:15166,situation,none,I'm lookign forward to all the soccer on TV today,anticipating
hit:7583_conv:15166,utterance,speaker,I'm looing forward to all the soccer on tv today,anticipating
hit:7583_conv:15166,utterance,listener,I love watching soccer .,jealous
hit:7583_conv:15166,utterance,speaker,Who do you support?,questioning
hit:7583_conv:15166,utterance,listener,I love Manchester United.,proud
hit:5167_conv:10335,situation,none,There's a group project coming up and team members are totally random. I hope I get good people.,anticipating
hit:5167_conv:10335,utterance,speaker,There's a group project coming up and team members are totally random. I hope I get good people.,anticipating
hit:5167_conv:10335,utterance,listener,"I hope you do, too! I have always hated group work.",encouraging
hit:5167_conv:10335,utterance,speaker,I guess it's to prepare us for the real world.,neutral
hit:5167_conv:10335,utterance,listener,"I guess so, I just hate that my grade would depend on someone else's work.. or lack there of.",angry
hit:11753_conv:23506,situation,none,Its been cloudy all day and I think it will heavily soon.,anticipating
hit:11753_conv:23506,utterance,speaker,Its been cloudy all day and I think it will rain heavily pretty soon!,anticipating
hit:11753_conv:23506,utterance,listener,Rainy days are perfect for being lazy.,content
hit:11753_conv:23506,utterance,speaker,"I agree, I think I will just sit back and listen to some good jazz and read a book!",content
hit:11753_conv:23506,utterance,listener,That sounds relaxing.,acknowledging
hit:1108_conv:2216,situation,none,I cant wait for this new position in my unit to be posted,anticipating
hit:1108_conv:2216,utterance,speaker,I cant wait for this new position in my unit to be posted,anticipating
hit:1108_conv:2216,utterance,listener,What's the position? Are you going to apply for it?,questioning
hit:1108_conv:2216,utterance,speaker,"its a position that deals with CPS kids.  I want to take the position back (I had it before and got a promotion, but I miss my old job).",hopeful
hit:1108_conv:2216,utterance,listener,"I'll keep my fingers crossed that you do, it sounds like that is your calling!",hopeful
hit:7777_conv:15555,situation,none,I was really looking forward to New Year's. We were going to a nice restaurant and then eating lots of delicious food.,anticipating
hit:7777_conv:15555,utterance,speaker,I was really looking forward to New Year's. We go to a celebration at a restaurant and then cook lots of great food.,anticipating
hit:7777_conv:15555,utterance,listener,Oh that sounds like fun! What types of food do you cook?,questioning
hit:7777_conv:15555,utterance,speaker,"For New Year's, we make all sorts of little appetizers. It's the stuff we normally wouldn't splurge on.",joyful
hit:7777_conv:15555,utterance,listener,Food always makes the party!,joyful
hit:9210_conv:18421,situation,none,I cant wait for this is us to come back on it is my favorite show,anticipating
hit:9210_conv:18421,utterance,speaker,I cant wait for my new show to come back on its my favorite,anticipating
hit:9210_conv:18421,utterance,listener,Oh yeah? What is the name?,questioning
hit:9210_conv:18421,utterance,speaker,this is us,neutral
hit:9210_conv:18421,utterance,listener,Oh ok. That is a realy good show. I watch it too.,agreeing
hit:9210_conv:18421,utterance,speaker,its one of the ones shows I can also watch with my kids,nostalgic
hit:5855_conv:11711,situation,none,My mom is getting remarried this weekend.,sentimental
hit:5855_conv:11711,utterance,speaker,"My mom is getting remarried this weekend. I'm so excited, it's going to be a wonderful day.",joyful
hit:5855_conv:11711,utterance,listener,That's a unique experience to go through. Does she have a nice location picked out for it?,questioning
hit:5855_conv:11711,utterance,speaker,"We've actually been working really hard to convert their backyard into a fun venue! It's large and landscaped enough, it's giving them a lot more freedom with what they can acheive!",joyful
hit:5855_conv:11711,utterance,listener,Cool! That sounds really special and personal. I'm sure they both will really enjoy that!,acknowledging
hit:7294_conv:14588,situation,none,i cant wait for monday!,excited
hit:7294_conv:14588,utterance,speaker,i cant wait for monday!,excited
hit:7294_conv:14588,utterance,listener,What's going on Monday?,questioning
hit:7294_conv:14588,utterance,speaker,kids return to school!,joyful
hit:7294_conv:14588,utterance,listener,"Yeah, I guess that will be like a vacation for you.",acknowledging
hit:6900_conv:13800,situation,none,My daughter is entering a local battle of the bands contest.,anticipating
hit:6900_conv:13800,utterance,speaker,My daughter is entering a local battle of the bands contest.,anticipating
hit:6900_conv:13800,utterance,listener,is this her first one?,questioning
hit:6900_conv:13800,utterance,speaker,"Yes, it is! I hope it will be a good expereince for her.",encouraging
hit:6900_conv:13800,utterance,listener,thats good,acknowledging
hit:6523_conv:13046,situation,none,waiting for a package to get here,anticipating
hit:6523_conv:13046,utterance,speaker,i cant wait for my package to arrive today,anticipating
hit:6523_conv:13046,utterance,listener,Really? What sort of package are you expecting>?,questioning
hit:6523_conv:13046,utterance,speaker,"its a variety pack of sorts. its got tshirts, stickers, a guitar",joyful
hit:6523_conv:13046,utterance,listener,Oh that sounds like fun!,acknowledging
hit:10153_conv:20306,situation,none,I return to work in September to a new role. I'm excited but anxious.,anticipating
hit:10153_conv:20306,utterance,speaker,I return to work in September to a new role. I'm excited but anxious.,anticipating
hit:10153_conv:20306,utterance,listener,congratulations! that is exciting. How long have you been waiting for this.,wishing
hit:10153_conv:20306,utterance,speaker,"I got the new role in June, so not too long. It's within my organization.",hopeful
hit:10153_conv:20306,utterance,listener,Very cool. I wish you all the best.,wishing
hit:10153_conv:20306,utterance,speaker,Thanks! I'm sure I'll love it. What do you do?,questioning
hit:10153_conv:20306,utterance,listener,I'm a freelancer,content
hit:10153_conv:20306,utterance,speaker,Oh cool. That must be quite liberating.,acknowledging
hit:10153_conv:20306,utterance,listener,started out slow but now it is!,neutral
hit:8352_conv:16704,situation,none,I'm looking forward to the future.,hopeful
hit:8352_conv:16704,utterance,speaker,I'm looking forward to the Fall weather.,anticipating
hit:8352_conv:16704,utterance,listener,Me too! This heat is unbearable! What is your favorite thing about fall?,questioning
hit:8352_conv:16704,utterance,speaker,"The cool breezes, and the falling leaves.",content
hit:8352_conv:16704,utterance,listener,I cannot wait to sit on the porch with hot chocolate with the cool breeze coming through! Just a few more months!,anticipating
hit:9843_conv:19686,situation,none,I cannot wait for tomorrow night. We are going to a cigar bar,excited
hit:9843_conv:19686,utterance,speaker,I cannot wait for tomorrow night. We are going to a cigar bar,excited
