Dialog_ID,Type,Actor,Text
hit:7166_conv:14333,utterance,listener,That sounds so amazing!
hit:7166_conv:14333,utterance,speaker,It was - it's a spectacular city
hit:7166_conv:14333,utterance,listener,I am so happy for you!
hit:7166_conv:14333,utterance,speaker,Thanks
hit:5189_conv:10379,situation,none,"My friend didn't like the price of wedding cakes, so she just made her own."
hit:5189_conv:10379,utterance,speaker,"My friend didn't like the price of wedding cakes, so she just made her own"
hit:5189_conv:10379,utterance,listener,That's pretty awesome! I feel my skin jump a bit when I see how much people spend on one day
hit:5189_conv:10379,utterance,speaker,"Yea, really, She was getting quotes of $200+. We don't care about fancy cakes and just want her to be happy."
hit:5189_conv:10379,utterance,listener,I feel the same! No use spending that on something that will be eaten either
hit:9014_conv:18029,situation,none,It was really cool to see those circus performers do those tricks. I was so amazed at their talent.
hit:9014_conv:18029,utterance,speaker,"I recently went to the circus, and I was so amazed at how the performers do their tricks!"
hit:9014_conv:18029,utterance,listener,They are really impressive.  What circus was it?
hit:9014_conv:18029,utterance,speaker,It was one of those touring circuses with limited animals. It was more about the talented acrobats and magic tricks.
hit:9014_conv:18029,utterance,listener,Have you ever gotten to go to a Cirque du Soliel?  If you like acrobats you would love that!
hit:6012_conv:12025,situation,none,I went to a piano recital the other day and watched all the younger kids play.  Then a young man started playing and he played the most complicated piece I've ever heard!  Its amazing the talent some people have and amazing how people can write that kind of music too!
hit:6012_conv:12025,utterance,speaker,I went to a piano recital the other day and watched all the younger kids play. Then a young man started playing and he played the most complicated piece I've ever heard! Its amazing the talent some people have and amazing how people can write that kind of music too!
hit:6012_conv:12025,utterance,listener,Wow thats awesome.  I tried learning the piano once.  I wasnt good.  So i can really appreciate good talent.  Im always impressed
hit:6012_conv:12025,utterance,speaker,I took piano for 7 years and was pretty good but never really wanted to use it for anything so it kind of wasn't worth it.  I think this guy is trying to get into an orchestra.  It is inspiring!
hit:6012_conv:12025,utterance,listener,Yea he must be really good then.  7 years is a long time.  I bet you can impress people with your skills
hit:5428_conv:10856,situation,none,"When I first found out ""Fight Club"" was originally a short story I was surprised at how intricate and creative of a plot the directors were able to weave out into a movie."
hit:5428_conv:10856,utterance,speaker,"I was surprised at how creative and fleshed out the ""Fight Club"" characters were on screen...especially after finding out the script was originally a vague short story."
hit:5428_conv:10856,utterance,listener,"Oh man, Fight Club is a great movie! I just recently saw it myself and was really surprised too."
hit:5428_conv:10856,utterance,speaker,Nice yeah I love how at the beginning there are foreshadowing images of Tyler flashing in and out of frame...pretty unique style of filming
hit:5428_conv:10856,utterance,listener,"I agree, that movie is definitely ahead of it's time!"
hit:2381_conv:4763,situation,none,I was so pleased with the delivery service I recently received.
hit:2381_conv:4763,utterance,speaker,I was so pleased with the service I received from the delivery company when I bought my new stove!
hit:2381_conv:4763,utterance,listener,"Well that's good, are you enjoying the new stove?"
hit:2381_conv:4763,utterance,speaker,"I am! The delivery guys were nice enough to connect the cord, plug it in and even set the clock!"
hit:2381_conv:4763,utterance,listener,Wow how kind.
hit:5903_conv:11806,situation,none,My dentist did an awesome job on my teeth!
hit:5903_conv:11806,utterance,speaker,"My dentist did an awesome job on my teeth, I love them!"
hit:5903_conv:11806,utterance,listener,You must be very proud of your new set of teeth
hit:5903_conv:11806,utterance,speaker,"I really am, I had bad teeth my entire life because of genetic reasons."
hit:5903_conv:11806,utterance,listener,Congrats you can smile freely now :)
hit:6914_conv:13828,situation,none,I watch a lot of infomercials and I got the steak knives. They are even better than expected. They can cut through anything!
hit:6914_conv:13828,utterance,speaker,I watch a lot of infomercials because I'm always up late at night. I ordered the steak kneves and they are awesome. They can cut through anything!
hit:6914_conv:13828,utterance,listener,What have you used them on so far?
hit:6914_conv:13828,utterance,speaker,Well I used them to cut some potatoes and they slice through them like butter!
hit:6914_conv:13828,utterance,listener,They sound like good knives
hit:5853_conv:11707,situation,none,My package got lost in the mail but the company was quick to replace it
hit:5853_conv:11707,utterance,speaker,My package got lost in the mail but the company was quick to replace it
hit:5853_conv:11707,utterance,listener,I hate when that happens but that is good they were quick to replace it.
hit:5853_conv:11707,utterance,speaker,Yes the company had good customer service at least
hit:5853_conv:11707,utterance,listener,Hopefully it wasn't something time important
hit:8467_conv:16935,situation,none,My brother taught me a lesson on beer. It was pretty cool
hit:8467_conv:16935,utterance,speaker,My brother taught me some things about beer last week. It was pretty cool
hit:8467_conv:16935,utterance,listener,what did you learn
hit:8467_conv:16935,utterance,speaker,About different styles of beer and beer glasses
hit:8467_conv:16935,utterance,listener,ah thats cool
hit:2948_conv:5897,situation,none,I am very pleased with the work Trump has done.
hit:2948_conv:5897,utterance,speaker,I am very pleased with the work Trump has done.
hit:2948_conv:5897,utterance,listener,"Yeah, I really liked those hunting trophies he got. We should be allowed to kill any animals we see!"
hit:2948_conv:5897,utterance,speaker,I was talking about him as president.
hit:2948_conv:5897,utterance,listener,Oh I was thinking of his son. I don't know much about the Donald besides the Twitter stuff.
hit:1778_conv:3557,situation,none,I was recently impressed with someone's bravery. They met up with a stranger online and hit it off really wel.
hit:1778_conv:3557,utterance,speaker,On a similar theme. I have a friend who got on really well on an blind date
hit:1778_conv:3557,utterance,listener,That is great news.  He must be lucky.
hit:1778_conv:3557,utterance,speaker,Yeah - I'd be too scared to meet a stranger from online.
hit:1778_conv:3557,utterance,listener,It seems like everything worked out for him.
hit:3367_conv:6734,situation,none,My daughter has been working hard on training her new puppy to get it ready to show. She has taught her many tricks.
hit:3367_conv:6734,utterance,speaker,My daughter has been working hard on training her new puppy to get it ready to show. She has taught her many tricks
hit:3367_conv:6734,utterance,listener,Has she taught him to sit?
hit:3367_conv:6734,utterance,speaker,That and so much more. She is a natural with dogs and her work ethic is amazing.
hit:3367_conv:6734,utterance,listener,"wow she must be a really good dog owner, is this her first?"
hit:8143_conv:16286,situation,none,Today when my daughter behaved being out of the house.
hit:8143_conv:16286,utterance,speaker,My 2 year old was such a good girl today out and I am very proud of her!
hit:8143_conv:16286,utterance,listener,I bet you are a happy parent then
hit:8143_conv:16286,utterance,speaker,Yes I am because I was dreading even going out with her as she usually gets fussy real quick.
hit:8143_conv:16286,utterance,listener,I guess thats all kids though
hit:9324_conv:18648,situation,none,My friend used to be such a nobody. But then he got quite a good job as well as a girlfriend and that really surprised me.
hit:9324_conv:18648,utterance,speaker,My friend used to be such a nobody until he got a job and a girlfriend out of nowhere.
hit:9324_conv:18648,utterance,listener,Life can have some sudden turns. But these are very little chances to count on and hope for
hit:9324_conv:18648,utterance,speaker,"I feel you. It just really came out of the blue, honestly."
hit:9324_conv:18648,utterance,listener,Good for him. But do not count on such things happening in life. They are very rare unless you put hard work to get them
hit:8970_conv:17940,situation,none,"I'm pretty amazed at how far I've come in life.  I was such a bum now I'm a real man, living on my own self-employed with my own car paying my own bills"
hit:8970_conv:17940,utterance,speaker,"Looking back at my older self I've come a long way.  It's pretty amazing really, I was such a bum now I'm a real man, living on my own self-employed with my own car paying my own bills. Like waking up from a nightmare haha"
hit:8970_conv:17940,utterance,listener,Sometimes it can be difficult to get your footing when starting out. It sounds like you enjoy your life now and have something to be proud of.
hit:8970_conv:17940,utterance,speaker,Yes a lot more than back then for sure.  Still striving for better every day though
hit:8970_conv:17940,utterance,listener,"That is all that people can expect of you, that you try to be the best you possible, each and every day."
hit:10016_conv:20032,situation,none,I really like the new Nike shoes.
hit:10016_conv:20032,utterance,speaker,I really like the new Nike shoes.
hit:10016_conv:20032,utterance,listener,Nikes are usually pretty cool. What do you like about the new ones?
hit:10016_conv:20032,utterance,speaker,I really like the new comfort fit soles.
hit:10016_conv:20032,utterance,listener,Did you buy some yet?
hit:3903_conv:7807,situation,none,I went thrift shopping for the first time today. I can't believe what good deals I found
hit:3903_conv:7807,utterance,speaker,I went thrift shopping for the first time today
hit:3903_conv:7807,utterance,listener,That's good. I always find interesting things whenever I go.
hit:3903_conv:7807,utterance,speaker,I found some really cool thing. I think I am going to go again next weekend
hit:3903_conv:7807,utterance,listener,You should! Alot of the profits from thrift stores go to good causes too!
hit:3903_conv:7807,utterance,speaker,I know. Its a win win
hit:1093_conv:2187,situation,none,I liked the way Lebron was snatched up by the Lakers
hit:1093_conv:2187,utterance,speaker,I liked the way Lebron was snatched up by the Lakers
hit:1093_conv:2187,utterance,listener,Will be a game changer.
hit:1093_conv:2187,utterance,speaker,I hope so.  I hope they can crush the warriors
hit:1093_conv:2187,utterance,listener,Did the Warriors get a replacement?
hit:5137_conv:10274,situation,none,I am fascinated by how in depth Roblox is.
hit:5137_conv:10274,utterance,speaker,My daughter has been playing Roblox and I am fascinated by how detailed the game is!
hit:5137_conv:10274,utterance,listener,What kind of game is that
hit:5137_conv:10274,utterance,speaker,It's an online computer game.
hit:5137_conv:10274,utterance,listener,It sounds cool
hit:6896_conv:13793,situation,none,Nephew starts football this year
hit:6896_conv:13793,utterance,speaker,My nephew starts the 10th grade this year
hit:6896_conv:13793,utterance,listener,10th grade was a good year.  I met my favorite girlfriend that year.  Is he excited?
hit:6896_conv:13793,utterance,speaker,Yeah.   He's playing football too.  Little boy is growing up :)
hit:6896_conv:13793,utterance,listener,thats so cool.  what position is he playing?
hit:6896_conv:13793,utterance,speaker,Not sure yet.  School just started back 2 days ago.  I'm sure they'll pick something good for him!
hit:2301_conv:4602,situation,none,I thought it was really cool when my friend offered to buy me a car if he won the lottery
hit:2301_conv:4602,utterance,speaker,I thought it was really cool when my friend offered to buy me a car if he won the lottery
hit:2301_conv:4602,utterance,listener,"That would be nice, but it's highly unlikely."
hit:2301_conv:4602,utterance,speaker,I know. The though was cool though.
hit:2301_conv:4602,utterance,listener,It sure was.
hit:7657_conv:15314,situation,none,I was really happy to my son's result
hit:7657_conv:15314,utterance,speaker,He had good grades
hit:7657_conv:15314,utterance,listener,"Nice, who did may I ask?"
hit:7657_conv:15314,utterance,speaker,My son
hit:7657_conv:15314,utterance,listener,"I see, you must me so proud of him."
hit:7657_conv:15314,utterance,speaker,Yes I am. Thank you
hit:2782_conv:5564,situation,none,Im glad i'll be able to leave from work on time today
hit:2782_conv:5564,utterance,speaker,Im glad i'll be able to leave from work on time today
hit:2782_conv:5564,utterance,listener,"thats great, are you usually not able to?"
hit:2782_conv:5564,utterance,speaker,work just starts to stack towards the end of the day
hit:2782_conv:5564,utterance,listener,i understand how that goes
hit:4163_conv:8327,situation,none,When my daughter told me she peed on the floor.
hit:4163_conv:8327,utterance,speaker,"So some parents might react differently but im quite proud of my daughter, she peed on the floor and came to show me what she did. Its the thought that counts."
hit:4163_conv:8327,utterance,listener,"That would make me mad, do you have carpet or hardwood?"
hit:4163_conv:8327,utterance,speaker,"Its carpet, it didnt bother me because shes in potty training stage and I am just glad she came to show me she did it so she realized it was wrong! ( lol )"
hit:4163_conv:8327,utterance,listener,"Oh, well that is a good start then!"
hit:6061_conv:12122,situation,none,I was in a work meeting the other day and one of my coworkers was was able to recite from memory a whole lot of legal policy and verbiage. I was floored by how much he had retained from studying!
hit:6061_conv:12122,utterance,speaker,I was in a work meeting the other day and one of my coworkers was was able to recite from memory a whole lot of legal policy and verbiage. I was floored by how much he had retained from studying!
hit:6061_conv:12122,utterance,listener,Oh wow yeah that is quite impressive! He should become a lawyer if he isn't one already!
hit:6061_conv:12122,utterance,speaker,I was thinking that he must have some kind of photographic memory!  I could never have remembered all that stuff!
hit:6061_conv:12122,utterance,listener,"Yeah, I have heard some people have that! Sometimes after just reading a bunch of information just once can remember every single word!"
hit:2526_conv:5052,situation,none,The dallas cowboys won a bunch of games last year.
hit:2526_conv:5052,utterance,speaker,The Dallas Cowboys won a bunch of games last year!
hit:2526_conv:5052,utterance,listener,That's cool. I don't watch too much. Are you a fan?
hit:2526_conv:5052,utterance,speaker,"I am a fan, I try to watch as much as I can."
hit:2526_conv:5052,utterance,listener,Are the cowboys your favorite team? I prefer watching college.
hit:2111_conv:4223,situation,none,The quality of television the make these days compared to when I was growing up is very good
hit:2111_conv:4223,utterance,speaker,The quality of television the make these days compared to when I was growing up is very good
hit:2111_conv:4223,utterance,listener,I think there are a lot more choices now than there was years ago
hit:2111_conv:4223,utterance,speaker,yes now you have LED and OLED
hit:2111_conv:4223,utterance,listener,I still remember the old tube tvs
hit:4085_conv:8170,situation,none,I watched my gym coach bench press a ton of weight.
hit:4085_conv:8170,utterance,speaker,My power lifting coach bench pressed 650 pounds for 3 reps. I couldn't believe my eyes!
hit:4085_conv:8170,utterance,listener,Wow! He houldl do competitions. I have only seen that on TV
hit:4085_conv:8170,utterance,speaker,"He does actually, he goes to power lifting meets pretty regularly and breaks records! He's amazing."
hit:4085_conv:8170,utterance,listener,Must have been pretty cool to watch. How much do you bench press?
hit:2494_conv:4989,situation,none,Some random guy at the gas station asked me if I wanted to see a ninja flip so I thought it can't hurt to see what he was talking about for a few seconds. He did the most insane flip I have ever seen in my life!
hit:2494_conv:4989,utterance,speaker,Some random guy at the gas station asked me if I wanted to see a ninja flip so I thought it can't hurt to see what he was talking about for a few seconds. He did the most insane flip I have ever seen in my life!
hit:2494_conv:4989,utterance,listener,That is very random but very cool
hit:2494_conv:4989,utterance,speaker,Yeah I know. It takes a lot to impress me so I was pretty moved haha
hit:2494_conv:4989,utterance,listener,I bet it was fun to see that
hit:12280_conv:24560,situation,none,My friends 3 year old is able to ride a skateboard with ease!  I was amazed at his skill!
hit:12280_conv:24560,utterance,speaker,My friends 3 year old is able to ride a skateboard with ease! I was amazed at his skill!
hit:12280_conv:24560,utterance,listener,"Nice, it's like little kids can learn anything!"
hit:12280_conv:24560,utterance,speaker,"Yeah, I just couldn't get over how well he was able to balance!"
hit:12280_conv:24560,utterance,listener,"That's awesome, hope he goes far"
hit:3548_conv:7097,situation,none,I watched the UFC fights last night.  I didn't think it would happen but Dillishaw knocked out Corey again.
hit:3548_conv:7097,utterance,speaker,Did you watch the UFC fights last night
hit:3548_conv:7097,utterance,listener,Yes I love combat sports.
hit:3548_conv:7097,utterance,speaker,I didn't think it would happen but to see Dillishaw get another knockout in first round was a surprise
hit:3548_conv:7097,utterance,listener,"Dillishaw is a warrior,  Do you think very highly of connor?"
hit:5152_conv:10305,situation,none,it was impressive when lebron signed with the lakers
hit:5152_conv:10305,utterance,speaker,it was impressive when lebron signed with the lakers
hit:5152_conv:10305,utterance,listener,Why were you impressed
hit:5152_conv:10305,utterance,speaker,cause he had the stones to leave the cavs again.. which was the right move
hit:5152_conv:10305,utterance,listener,I am not sure it was
hit:5161_conv:10322,situation,none,"My friend doesn't know how to swim, and she just went in the pool with her life jacket with no care in the world."
hit:5161_conv:10322,utterance,speaker,"My friend doesn't know how to swim, and she just went in the pool with her life jacket with no care in the world."
hit:5161_conv:10322,utterance,listener,"That is amazing,  Is there a certain reason she cant swim,  she just never learned?"
hit:5161_conv:10322,utterance,speaker,"Yea, she just never learned and wants to hang out with us when he go to the pool or beach."
hit:5161_conv:10322,utterance,listener,was her life jacket fancy?
hit:9968_conv:19936,situation,none,I was watching professional bowling the other day. I was amazed at how good the players are. They make getting strikes look so easy!
hit:9968_conv:19936,utterance,speaker,I was recently watching professional bowling and I was struck by how good the players are. They make getting strikes look so easy!
hit:9968_conv:19936,utterance,listener,"I know! Then you get to the bowling alley, try to do what they do, end up getting 3 gutter balls in a row, and fall flat on your butt to boot!"
hit:9968_conv:19936,utterance,speaker,"Sounds like me on a good day, lol. I guess I will never reach that level of play."
hit:9968_conv:19936,utterance,listener,"Me and you both, friend. We can always try and have a blast though! I'm sure if we keep at it we'll get a turkey in a century or two."
hit:4203_conv:8407,situation,none,My sister graduated with an MBA
hit:4203_conv:8407,utterance,speaker,My sister graduated with an MBA.
hit:4203_conv:8407,utterance,listener,"that is awesome, what is she doing now?"
hit:4203_conv:8407,utterance,speaker,Working at a company.
hit:4203_conv:8407,utterance,listener,"well, good for her, that is an accomplishment for sure!"
hit:3360_conv:6721,situation,none,I once saw a buddy of mine jump his bike over a car
hit:3360_conv:6721,utterance,speaker,Once a buddy of mine jumped his bike over a moving car
hit:3360_conv:6721,utterance,listener,Really? That is a crazy thing to do
hit:3360_conv:6721,utterance,speaker,I know he is the bravest person I know
hit:3360_conv:6721,utterance,listener,Did anything happen to him?
hit:1272_conv:2545,situation,none,"I was in awe of the driving ability of my old aunt, she's old but she still has it!"
hit:1272_conv:2545,utterance,speaker,"I was in awe at the driving ability of my aunt, she's old but she still has it!"
hit:1272_conv:2545,utterance,listener,Right on! That's cool to hear. Everyone likes to rag on older people driving. Glad to hear she's the exception. What kind of car does she drive?
hit:1272_conv:2545,utterance,speaker,Thank you! She drives an old cadillac and she drives it like a Ferrari. It's pretty grand watching her drive sometimes!
hit:1272_conv:2545,utterance,listener,"Haha... That sounds awesome. Wish I could carpool with her. I hate driving, but it sounds like she loves it."
hit:2018_conv:4036,situation,none,"I was kayaking with friends over the 4th of July holiday. The river was very fast due to recent rains. My friend managed to make it through the rapids very smoothly without any trouble at all, to a degree which was very surprising."
hit:2018_conv:4036,utterance,speaker,"Hi there. Did you do anything fun for the 4th of July? I went kayaking and hit some pretty heavy rapids. I had trouble with them, but the friend I was with did not."
hit:2018_conv:4036,utterance,listener,That's awesome.  Do you go kayaking often?
hit:2018_conv:4036,utterance,speaker,As often as I can. I don't get to enough. It's hard to get away from work.
hit:2018_conv:4036,utterance,listener,Do you own your own kayak or do you rent?
hit:2018_conv:4036,utterance,speaker,I just bought one this Christmas. It was a good investment.
hit:2018_conv:4036,utterance,listener,I want to get a sea kayak (I like to fish)
hit:2018_conv:4036,utterance,speaker,"I've never been ocean or sea kayaking before. I bet that would be very fun, especially if fishing were involved."
hit:2018_conv:4036,utterance,listener,Its also a lot cheaper than a boat and you can get into the shallow salt flats easy.
hit:2019_conv:4038,situation,none,I have a friend that can jump rope for over an hour straight without stopping.
hit:2019_conv:4038,utterance,speaker,I went to the gym this morning with my friend and watched him jump rope for an hour straight without stopping
hit:2019_conv:4038,utterance,listener,Seems incredible but also kind of boring at the same time.
hit:2019_conv:4038,utterance,speaker,"Yeah, I know...I couldn't stand doing it if I could do it."
hit:2019_conv:4038,utterance,listener,Was anyone else there watching him too?
hit:2785_conv:5570,situation,none,I saw someone using a trashcan as a drum set on the street yesterday. I was inspired because they were so efficient with what they had!
hit:2785_conv:5570,utterance,speaker,I saw someone using a trashcan as a drum set on the street yesterday. I was inspired because they were so efficient with what they had!
hit:2785_conv:5570,utterance,listener,thats cool.. take any pics?
hit:2785_conv:5570,utterance,speaker,"Nah, but I stayed a listened for a while. I was just super impressed"
hit:2785_conv:5570,utterance,listener,thats cool
hit:2870_conv:5741,situation,none,I came home today and my whole house was clean.  My boyfriend really did some chores!
hit:2870_conv:5741,utterance,speaker,I came home today and my whole house was clean..
hit:2870_conv:5741,utterance,listener,Oh! that is pretty nice to come home too.
hit:2870_conv:5741,utterance,speaker,My boyfriend really did a lot of chores while I was gone!  I couldn't believe my eyes LOL.
hit:2870_conv:5741,utterance,listener,You better keep him sounds like a keeper.
hit:6676_conv:13352,situation,none,"My son is getting pretty good at playing the drums. I always wish I learned how to play an instrument, but never had the courage to. Glad that I motivated him to play and very happy that he's actually getting pretty decent."
hit:6676_conv:13352,utterance,speaker,"My son is getting pretty good at playing the drums. I always wish I learned how to play an instrument, but never had the courage to. Glad that I motivated him to play and very happy that he's actually getting pretty decent."
hit:6676_conv:13352,utterance,listener,"That's awesome, I'm with you, I always wished I continued to learn to play the guitar.  It's always a nice skill to have."
hit:6676_conv:13352,utterance,speaker,"I feel like it's one of the few things I could have just had a natural talent to do, if I actually put effort into developing it. Can't really explain it. My dad was good at it, and the movements to drum feel natural and fun to me. But I got lazy and never went with it."
hit:6676_conv:13352,utterance,listener,"Hey, it's never too late to start up again.  You can always do it as a hobby!"
hit:213_conv:427,situation,none,My boy just get is first job. I feel really proud of him.
hit:213_conv:427,utterance,speaker,"He just took his lunch box, have a last look at me and said : I hope they will be nice."
hit:213_conv:427,utterance,listener,That sounds very sad. I am very sorry to hear you experienced that.
hit:213_conv:427,utterance,speaker,"Not sad at all. He was so happy, but of course a little bit anxious."
hit:213_conv:427,utterance,listener,"Huh, I see. Well good for him!"
hit:5919_conv:11839,situation,none,I got a chance to take a ride in my boss' new car. He bought a corvette.
hit:5919_conv:11839,utterance,speaker,I just back from taking a ride in my boss' new car
hit:5919_conv:11839,utterance,listener,Nice! what kind of car is it
hit:5919_conv:11839,utterance,speaker,He bought a corvette and man does that thing have some serious power under the hood.
hit:5919_conv:11839,utterance,listener,You're pretty lucky to have a boss like that haha
hit:2797_conv:5594,situation,none,I was impressed just today. The car that I bought recently was able to drive really fast for me this morning!
hit:2797_conv:5594,utterance,speaker,"Hi friend, Do you like driving in fast cars?"
hit:2797_conv:5594,utterance,listener,yeah its great exprerience i loves to drive fast
hit:2797_conv:5594,utterance,speaker,"Yea me too, and I just bought a car that was surprising to me!"
hit:2797_conv:5594,utterance,listener,wow amazing feels great
hit:2797_conv:5594,utterance,speaker,Do you ever watch racing on the tv?
hit:1626_conv:3252,situation,none,My 13 year old made dinner tonight. It was great.
hit:1626_conv:3252,utterance,speaker,My daughter made a nice dinner tonight and she is only 13
hit:1626_conv:3252,utterance,listener,"Sounds like she's going to be on ""Master Chef"" in a couple of years. What did she make?"
hit:1626_conv:3252,utterance,speaker,"It was just a black bean dip that I make sometimes, but I never let her in the kitchen alone. Im too afraid."
hit:1626_conv:3252,utterance,listener,That's wise - it's irresponsible to let kids meander in the kitchen alone. Too many sharp objects.
hit:1626_conv:3252,utterance,speaker,I was afraid of her using the stove too. But It was really good. No leftovers.
hit:4981_conv:9963,situation,none,I was really impressed when I saw France win the world cup.  I thought they wouldn't even make it out of the first round.
hit:4981_conv:9963,utterance,speaker,"I was super impressed when France won the world cup, I didn't see that coming!"
hit:4981_conv:9963,utterance,listener,i didnt either! i though germany would repeat
hit:4981_conv:9963,utterance,speaker,"Yeah, and the total opposite happens, I thought France wouldn't even make it past the first round!"
hit:4981_conv:9963,utterance,listener,"the final match was really entertaining too, the whole cup was good!"
hit:4672_conv:9345,situation,none,The meal that I had at the restaurant was amazing. The chef did an excellent job.
hit:4672_conv:9345,utterance,speaker,"""The meal that I had at the restaurant was amazing. The chef did an excellent job."
hit:4672_conv:9345,utterance,listener,What did you eat?
hit:4672_conv:9345,utterance,speaker,Probably the best steak that I have ever had.
hit:4672_conv:9345,utterance,listener,Was it expensive?
hit:3308_conv:6616,situation,none,I am very pleased with the job Trump as done as president.
hit:3308_conv:6616,utterance,speaker,I am very pleased with the job Trump has done as president.
hit:3308_conv:6616,utterance,listener,That is good that you are happy about his efforts.
hit:3308_conv:6616,utterance,speaker,"Yes, and I hope he is elected again/"
hit:3308_conv:6616,utterance,listener,I guess it depends on what the next couple of years hold.
hit:3631_conv:7263,situation,none,There was a motivational speaker at my office a couple weeks ago.  His speech really resonated with me.
hit:3631_conv:7263,utterance,speaker,There was a motivational speaker at my office a couple weeks ago. His speech really resonated with me.
hit:3631_conv:7263,utterance,listener,"Oh wow, what was the subject of the sppech?"
hit:3631_conv:7263,utterance,speaker,The speech was on the importance of teamwork and being positive! It was really inspiring!
hit:3631_conv:7263,utterance,listener,Oh wow I bet it was a good thing for the whole office to hear!
hit:9702_conv:19404,situation,none,The time my friend made the hockey team. He worked so hard.
hit:9702_conv:19404,utterance,speaker,Proud of my friend! He recently made a hockey team.
hit:9702_conv:19404,utterance,listener,That's great. Is it his first year?
hit:9702_conv:19404,utterance,speaker,"It's his first time trying yes, junior hockey./"
hit:9702_conv:19404,utterance,listener,"Wow how exciting, has he been practicing a lot?"
hit:11926_conv:23853,situation,none,eating at a new restaurant
hit:11926_conv:23853,utterance,speaker,"i went to a new restaurant that has been getting bad reviews, it was actually really good."
hit:11926_conv:23853,utterance,listener,What kind of restaurant was it?
hit:11926_conv:23853,utterance,speaker,it was a new mexican restaurant. i think the reviews were inaccurate
hit:11926_conv:23853,utterance,listener,"I do love a good burrito, I should go check it out some time."
hit:3690_conv:7380,situation,none,I work with high school dropouts. One of my students went above and beyond to complete their last course and finish high school. It was very inspiring.
hit:3690_conv:7380,utterance,speaker,I work with high school dropouts. One of my students went above and beyond to complete their last course and finish high school. It was very inspiring. He even invited me to his graduation!
hit:3690_conv:7380,utterance,listener,Did you end up going to the graduation!
hit:3690_conv:7380,utterance,speaker,"It's in the fall and yes, I absolutely will!"
hit:3690_conv:7380,utterance,listener,"I'm so proud of him, what is he taking in university?"
hit:3690_conv:7380,utterance,speaker,He may just work for a few years before he decides.
hit:9537_conv:19074,situation,none,I saw this guy lifting 300 pounds with one arm....it was crazy!
hit:9537_conv:19074,utterance,speaker,I saw this guy lifting 300 pounds with one arm....it was crazy!
hit:9537_conv:19074,utterance,listener,"What! My lord that is insane for real, thats a lot of weight. Deadlift or he kept going?"
hit:9537_conv:19074,utterance,speaker,Just dead lift.  I was floored!  Its amazing a muscle doesn't explode!
hit:9537_conv:19074,utterance,listener,"Yeah right, crazy what our bodies can do."
hit:6729_conv:13458,situation,none,I'm impressed with my new used car that I bought for cheap. It runs great.
hit:6729_conv:13458,utterance,speaker,I'm impressed with my new used car that I bought for cheap. It runs great.
hit:6729_conv:13458,utterance,listener,Congrats. you are lucky
hit:6729_conv:13458,utterance,speaker,"Yeah I am, I only got it for 2000 dollars as well!"
hit:6729_conv:13458,utterance,listener,really? wow
hit:7761_conv:15522,situation,none,My sister just graduated with her MBA
hit:7761_conv:15522,utterance,speaker,My sister just graduated with her MBA.
hit:7761_conv:15522,utterance,listener,Congratulations on that. What are her plans now?
hit:7761_conv:15522,utterance,speaker,To get a job and go to work like a normal person.
hit:7761_conv:15522,utterance,listener,I hope she would find one as it seems now the economy is really competitive
hit:7761_conv:15522,utterance,speaker,I think she's going to  do well for herself.
hit:10374_conv:20749,situation,none,My husband went all out for our date night. I was quite pleased and his efforts had a big impact on me.
hit:10374_conv:20749,utterance,speaker,My husband went all out for our date night. I was quite pleased and his efforts had a big impact on me.
hit:10374_conv:20749,utterance,listener,"Thats so good,am happy for you"
hit:10374_conv:20749,utterance,speaker,The attention to details were remarkable. It was a night to remember.
hit:10374_conv:20749,utterance,listener,"Congrats dear,am so happy fpr you"
hit:10945_conv:21891,situation,none,My son placed third in his jiu-jitsu competition.  He surprised me with how well he did.
hit:10945_conv:21891,utterance,speaker,My son placed third in his jiu-jitsu competition. He surprised me with how well he did
hit:10945_conv:21891,utterance,listener,That sounds awesome. It's important for kids to know self defense and also to be active so all boxes are checked.
hit:10945_conv:21891,utterance,speaker,It was only his second competition.  He did a lot better than I expected
hit:10945_conv:21891,utterance,listener,I may have to encourage some of my family to pick up martial arts. We never delved to the high levels and I see a lot pf value in the teachings.
hit:7206_conv:14413,situation,none,my friend got promoted after working for one month
hit:7206_conv:14413,utterance,speaker,My friend got promoted last week after one month of working
hit:7206_conv:14413,utterance,listener,That's good to hear that his hard work paid off
hit:7206_conv:14413,utterance,speaker,yea i was impressed how quick he was
hit:7206_conv:14413,utterance,listener,"True, a month is not too long."
hit:9745_conv:19490,situation,none,Last night I saw the performance of Shin Lim on America's Got Talent.
hit:9745_conv:19490,utterance,speaker,Last night I saw Shin Lim's new performance on AGT!  Right before his performance he put out a video on YouTube and let everyone know it was about to happen.  It was great.
hit:9745_conv:19490,utterance,listener,Whoa!  I saw his initial performance and was blown away!  That must have been amazing to see!
hit:9745_conv:19490,utterance,speaker,Yea it was really good.  I was also really happy to know that he may start doing regular illusions and not just card magic.
hit:9745_conv:19490,utterance,listener,That is good news!  I'm sure you will look forward to it as will I
hit:9745_conv:19490,utterance,speaker,I will indeed.  I think he is the next David Copperfield.
hit:8232_conv:16465,situation,none,I went to see one of my friends play basketball on his team and he was really good.
hit:8232_conv:16465,utterance,speaker,I saw one of my friends play in his rec basketball league and did very well.
hit:8232_conv:16465,utterance,listener,Cool Do they have tournaments?
